c1	c2	c3	c4	c5	c6
-0.865336165	-125.4707699	49.14543408	-31.01828965	-0.18314618	0.863911669
0.731931093	-94.3937266	28.78974654	-33.55553632	-0.630680385	0.543715718
-0.60983992	-233.8128331	11.18815769	-58.64706726	-0.114136427	0.680191038
0.07745961	-364.9733408	5.020024591	-28.84633304	-0.15925107	1.021224063
0.006419944	-204.3014174	19.91089772	-4.879537071	-0.243026031	0.53820332
5.268574479	-228.4370321	14.31175994	-27.23016612	-0.130117235	0.898612186
0.573524639	-208.849649	9.42953614	-46.85972666	-0.130986055	0.504741911
-0.018861442	-119.41578	29.69034517	-72.30085868	-0.13396308	0.457932033
0.745511457	-97.8669273	42.93275828	-17.08841882	-0.141524372	0.36796241
-0.730067942	-525.7609664	34.39290218	-7.792578495	-0.15011064	0.869557075
0.267804331	-154.942475	26.29247886	-45.64768653	-0.207716033	0.373959
0.726369669	-456.2394881	126.5740483	-42.45426995	-0.24497123	0.498839123
-0.187062888	-336.2780263	43.59928524	-22.49170299	-0.259162227	0.609812533
-0.548388883	-77.83072432	25.38762248	-14.69818988	-0.342949751	0.320734673
-0.40768557	-159.6056357	17.25842525	-43.72067999	-0.228506237	0.444993545
-0.042255974	-126.6884382	61.07763321	-65.50442078	-0.830695222	0.825457469
-0.6755709	-81.22643676	24.56942291	-6.313153654	-0.086904622	1.365894861
5.119750039	-22.12886035	20.70620722	-28.7867057	-0.115957006	0.427100718
1.962744027	-191.1351603	23.09705632	-17.18711194	-0.613243264	0.805160889
0.427881346	-45.86967214	52.58908144	-17.46226023	-0.263758605	0.262600207
-0.258514718	-86.66454581	34.69777856	-8.397151286	-0.277775159	0.392959314
0.287236541	-498.4666959	24.97293322	-30.74118989	-0.136241724	-1.357451703
2.133953066	-164.2875355	45.13312441	-46.44746844	-0.210531067	1.023069897
0.23461302	-87.34213038	67.75711917	-37.5993148	-0.173612451	1.325881318
-0.848034001	-179.328855	3.76996287	-25.55965764	-0.203485307	1.016923556
0.210592726	-146.6192842	28.87408056	-11.15022928	-0.205280276	2.841227721
-0.37172515	-141.6960903	24.7954133	-7.432092298	-0.109820032	0.396648041
5.816850291	-2168.380613	19.50058925	-17.22094724	-0.231337589	0.420707646
3.453374797	-850.5055798	11.13410606	-14.6072525	-0.104718492	0.412319443
-0.464999744	-181.5406879	33.16691162	-77.24557103	-2.826922352	0.320161664
0.049610024	-81.51110431	17.03099921	-10.92383893	-0.148063889	0.508997025
-0.548184049	-13.61788018	65.68265382	-22.0092891	-0.186165563	0.290823944
0.459887409	-289.4669317	8.911560446	-13.58649049	-0.17705932	1.146738499
1.083790674	-612.0477349	45.62823706	-54.11105735	-0.162895143	0.760692019
1.037678078	-63.76645417	33.10949592	-29.48322339	-0.28628443	0.818281404
0.852941756	-102.2345985	2.370290855	-46.83799732	-0.249976387	0.616482758
-0.443109877	-291.4582615	35.67814638	-20.11466802	-0.514330839	0.912340186
7.764760408	-138.3413292	0.535374198	-29.61775218	-0.560341394	0.378336776
-0.552412908	-61.75136911	30.847934	-8.883250448	-0.169187964	0.534219076
1.820673162	-357.5807189	2.293807332	-45.37100094	-0.15761362	0.321445534
0.093470688	-142.0510666	8.047026554	-23.58478522	-0.193835538	2.109885478
0.223878321	-162.4403032	13.33975346	-29.42944985	-0.128753115	2.133974634
0.775148154	-87.93074519	16.85285452	-17.83012868	-0.089684055	0.757097905
-0.159846287	-151.0885898	25.83419931	-37.65955258	-0.283534593	0.887605324
1.182731687	-52.20130148	42.4019852	-16.47418318	0.518804961	2.087613924
1.059459869	-16.11046178	36.02492637	-59.92220769	-0.124731584	0.417976136
-0.301554577	-176.7817448	4.723276008	-22.89250732	-0.348141205	0.374548798
3.463472069	-51.61827759	9.870353666	-55.67285088	-0.340602454	0.301348682
0.805350187	-50.11008374	32.17901934	-6.7751244	-0.123812727	0.398085573
-0.766950251	-74.54823121	59.21439479	-43.08167728	-0.241214895	0.411287207
-0.034556734	-26.86983915	5.455959512	-24.28387506	-0.747469705	0.302649219
-0.210172248	-97.16161837	40.45643843	-16.95024316	-0.180378094	0.620784829
-0.020575287	-808.7621485	61.67847969	-54.24672446	-0.218182171	0.470004043
2.94987127	-116.7031346	19.11866731	-45.35210546	-0.199310682	0.436805503
3.136566291	-318.2086075	35.34190297	-61.81477137	-0.162447335	0.228689425
8.333406906	-119.8894293	15.48822523	-36.43261397	-0.257200329	0.411511397
-0.659460978	-204.8576516	25.66764964	-25.68304493	-0.144235007	0.823375755
-0.488398384	-96.71604255	105.2205794	-44.26030091	-0.230492269	0.405329601
-0.737686176	-198.0246447	74.96875269	-16.07613408	-0.166796048	1.170991684
0.025882845	-154.0703906	24.80275265	-12.58492603	-0.120619739	1.13010585
0.263620141	-171.2149396	43.25370827	-53.89644119	-0.158590587	0.311461695
0.871707935	-248.0799779	31.29567207	-56.1488038	-0.248619834	1.209005557
1.088443961	-32.95170449	7.713040496	-38.23577498	-0.118393315	2.307160593
3.759436183	-32.48229287	40.2099797	-59.98007445	-0.12530525	0.653693207
-0.519815564	-394.36991	0.776506159	-32.15636628	-0.150484767	0.731361059
1.744631787	-270.2229645	30.3299589	-9.257776468	-0.174941541	0.432292161
4.133531383	-205.4873115	28.40709159	-11.48651968	-0.320895244	0.568129452
4.076375213	-305.3767194	9.059601665	-15.66549228	-0.110108423	0.215218014
5.970860158	-560.4600725	21.94569983	-44.10065897	-0.312576069	0.299993857
-0.371001519	-18.05168075	60.56412784	-15.39198232	-0.086490234	197.1769464
-0.806766739	-35.73914984	37.00369546	-34.96558902	-0.104190198	0.431152046
-0.250867204	-35.78141539	52.92091661	-39.28368528	-0.232942824	0.629452513
-0.534286388	-363.3944489	16.04403398	-2.604674369	-0.520633405	0.360293507
1.833193195	-1030.389478	64.04127781	-66.96468424	-0.348580195	1.01641702
-0.794734331	-53.70660686	32.92830713	-52.636853	-0.17329067	0.675668029
-0.387628195	-108.8678575	56.58182895	-23.42129912	-0.234745952	0.482954527
0.361349699	-437.3833012	12.81481246	-18.6680165	-0.252692936	0.414999125
-0.801160049	-52.09691667	58.82066929	-28.51480358	-0.466169106	2.89701175
1.927275236	-907.6671338	40.33347095	-16.61517075	-0.20555336	0.622131982
2.476595628	-1792.546124	44.53495742	-20.27101543	-0.378030873	-24.91675459
-0.818592316	-427.2750742	25.98068284	-4.131500115	261.382573	0.393597669
-0.392523919	-144.6931258	43.02246047	-2.121342088	-0.259112975	0.749243932
-0.485654336	-36.66915532	9.506650894	-19.53214354	-0.128915987	0.295812474
-0.893456907	-826.7888451	35.48698924	-39.51403489	-0.305440589	0.314281754
-0.594194375	-120.6490228	13.95555095	-6.20661051	-0.146543916	0.820822843
0.059989981	-123.5186775	25.43019241	-81.7016539	-6.832847199	0.425137873
0.076168184	-47.587332	39.15950948	-38.42999466	-0.206897375	0.315435246
1.655202268	-28.68019889	9.280372859	-10.18970598	-0.152480361	0.40607823
-0.453599057	-322.0678347	44.24977083	-51.57335408	-0.169392184	1.123946122
0.289627644	-114.8724927	16.76694692	-20.51323604	-0.188074972	39.2494507
-0.772919955	-26.38624477	34.60142312	-44.53782573	-0.324898748	0.445394259
9.240450227	-149.9047181	45.06054153	-22.58259795	-0.408015553	0.78059379
-0.124358139	-233.158632	16.50221204	-24.64440349	-0.518776162	0.296485703
0.457013819	-58.19587924	6.86082751	-23.349983	-0.186813235	0.847901993
1.466185556	-656.2674337	4.770022346	-47.39429768	-0.46348306	0.377293333
-0.664602003	-294.81129	13.32093577	-43.75229796	-0.283420389	0.340562643
2.623369158	-249.385028	10.59487214	-3.119821108	-0.23631034	0.357636285
1.054295268	-408.6366433	58.72735272	-29.77072222	-0.09495246	3.20582161
-0.245027237	-145.0513304	31.35568975	-29.56399622	-0.328498892	1.897682223
-0.834419921	-32.07809767	30.9687889	-21.41563781	-0.175249213	0.663481665
-0.73841064	-477.7779345	40.84379072	-39.93872008	-0.191062751	0.328706515
-0.804823153	-202.8919955	45.05840156	-34.59573446	-0.472940676	0.308419205
0.122269405	-232.0572989	69.06007637	-46.31994386	-0.208939443	0.259211262
-0.274666295	-910.8959425	21.34633265	-12.38197228	-0.107139193	0.934005
1.842181733	-184.0988439	3.189446314	-17.33258001	-0.157368493	0.742504567
-0.076000599	-1418.671059	38.30641255	-60.89193611	-0.195171505	0.506178332
1.31582557	-334.5593418	51.64383075	-6.16626738	-0.267916264	0.3079961
6.235215498	-81.90590188	41.61816477	-36.02459721	0.862260994	11.59815913
-0.679118995	-307.6775495	17.49981463	-7.124331055	-0.119132549	1.286722191
3.751697219	-97.56402501	22.71276918	-23.91239067	-1.617914096	0.266732503
0.219603549	-71.37694324	85.98712075	-5.064475415	-0.138507176	0.359198921
-0.726469509	-120.1823063	13.69479301	-14.83802128	-0.093220009	-7.375629503
-0.816466191	-207.1082849	53.67548421	-32.49430681	-1.496288045	0.325403053
0.74798246	-65.93279749	8.131535662	-36.51738039	-0.140738961	0.419128815
-0.447427023	-68.98162277	24.60442719	-27.22791054	-0.237337593	0.768629665
-0.763427509	-365.0727465	0.004056663	-110.2335427	-3.526496938	0.501426022
0.38316826	-340.9788881	23.86686068	-6.327059761	-2.192996698	0.379376249
-0.766843257	-80.18136065	55.25423341	-19.05960372	-5.117930443	0.425068216
1.688911873	-252.5541632	24.90132118	-28.44622761	-0.293489197	0.357696066
-0.733966568	-191.7414024	14.4847098	-34.53841147	-1.626721847	0.282729297
1.149302595	-148.2468742	8.250626389	-17.99927798	-0.141567858	0.41839034
1.062914302	-88.07986989	12.24531644	-34.79203004	-0.088493016	1.925425641
0.842026374	-112.2813088	39.97366994	-26.77507798	-0.878033606	0.485064972
1.917548609	-246.0123198	17.7928042	-29.97833163	-0.135810212	-2.661343753
0.383881756	-190.8136747	16.23928431	-7.847022501	-0.136852697	0.569044154
-0.801800966	-312.1237399	70.7016744	-2.855464033	-0.16676095	0.832684919
0.172256316	-190.5760478	7.442868658	-25.6751828	-0.506362399	0.930653623
-0.843755146	-54.54105449	3.910092417	-25.41997364	-0.215440993	0.722160813
-0.757157767	-62.30270807	41.14979779	-7.41227904	-0.240453168	0.171005425
-0.021140633	-166.145295	22.33642453	-76.36338196	-0.14949988	0.999698806
-0.730112682	-132.5280117	22.8187997	-9.630777029	-0.257553813	0.918852915
5.159207997	-95.71013923	52.34095892	-52.17115555	-0.126088774	0.617695784
0.282544596	-39.35961553	13.51662122	-2.682254487	-0.257980802	0.618810911
-0.111105315	-86.67707487	25.78400962	-14.50768088	-0.122577044	0.185257432
-0.023070935	-29.58588246	34.16195498	-25.2582187	-0.539820105	0.506603878
0.67033997	-558.8366143	9.158433736	-38.74633823	-0.81998516	0.540493685
1.55581021	-181.3376864	15.41805288	-0.170823978	-0.067920387	0.652890546
0.757406706	-153.682275	13.62366937	-14.02290401	-0.266707403	0.319918446
-0.839182479	-75.42751477	29.49998794	-4.109109527	-0.169644413	0.559290243
-0.97753882	-189.2968637	20.37708497	-0.086426517	-0.144723895	0.404855204
-0.548597342	-223.7962041	19.47350446	-24.23261544	-0.281796658	0.474186819
9.497147598	-96.31367715	20.63988317	-23.43264081	-0.152658095	2.280112874
0.573529285	-79.38832567	19.41204171	-5.191301718	-0.163749374	0.841229171
4.231475144	-61.42297273	13.54628567	-32.15542576	-0.229681329	0.49971294
-0.214300233	-86.52600675	47.65705433	-11.21348393	-0.192460213	0.312196738
4.27665894	-93.30437147	107.5819723	-68.26122363	-0.204173376	0.432583382
0.956836972	-425.6083164	17.92377459	-7.240323325	-0.087832126	0.469351703
-0.361266648	-1598.147171	128.6767538	-37.72477669	-0.360231623	0.836934568
-0.451411866	-107.2252881	14.54733947	-13.46168481	-0.584108329	0.341753262
-0.790501821	-150.8126441	24.07230134	-0.427817594	-0.195565926	0.339326174
-0.548063333	-471.5581031	21.26651469	-47.40659054	-0.16859306	0.595875813
1.2724167	-174.4421951	51.92969613	-21.29428823	-0.158489395	0.360695284
-0.081156058	-108.0624768	38.88515834	-55.78715213	-0.275869375	0.568702214
-0.589600087	-144.0600988	62.1360411	-17.08661436	-0.552479595	0.451922052
-0.834770528	-793.2583132	26.05784069	-23.83308335	-0.113771396	0.35390779
-0.107574442	-164.8835241	42.91930932	-34.29780532	-0.253097352	0.39016024
0.921864025	-305.6696944	25.76770832	-23.80136899	-0.416066593	0.801518199
-0.064501396	-82.34229535	73.11025179	-0.108185085	-0.23303715	0.420486094
5.091705403	-15.09112734	3.803388851	-31.78152674	-0.226835949	0.678023325
0.464975691	-62.98674616	20.61759734	-46.8859872	-0.120051466	0.552654524
1.683080195	-316.4248508	41.75551232	-50.12776924	-0.190323501	0.910845276
-0.104743598	-59.43878929	19.60549134	-29.40120298	-0.137700053	0.506088288
-0.813333164	-124.8457854	10.25224274	-45.58826168	-0.285541007	0.348141331
-0.399180758	-28.61149423	44.95299791	-48.15386555	-0.177200155	0.592579148
-0.249706188	-96.37182974	17.77350441	-2.891893619	-0.248389056	0.367550111
3.9721554	-70.92976106	32.55777164	-30.98657455	-0.189259501	0.527100559
-0.590135347	-432.728173	37.2911332	-28.34132695	-0.43216894	0.390774283
0.220637704	-127.8555466	32.02955736	-14.82785293	-0.936684441	2.243150209
-0.445552335	-182.6678489	5.189592937	-0.716692025	-0.090978233	0.369014225
-0.612976177	-83.1393976	19.21974738	-53.89056221	-0.14701285	0.741617361
0.356695589	-859.7883149	31.37387111	-1.986930842	-0.802448485	0.640238089
0.111178508	-115.42254	19.95092291	-72.0866116	-0.315805871	0.442614158
0.288274214	-94.01482268	40.17355801	-49.42440173	-0.692731979	0.401358657
-0.827297778	-82.8998766	25.6847587	-24.85885296	-0.086233428	0.664554104
-0.555092799	-79.16850133	127.3958077	-43.37922349	-0.11189138	1.03292485
-0.828809194	-125.354614	31.43947392	-43.79336964	-0.237836742	0.765594928
-0.670043236	-232.0403253	17.0434906	-31.87688365	-0.150839068	1.363799019
-0.866290322	-97.82925433	4.991259212	-7.419401564	-0.266171222	0.320184248
0.22987562	-16.36210714	1.036031825	-12.87974179	-0.28001327	0.420014534
0.413306737	-72.18881507	26.69055132	-60.67708896	-0.379623124	0.503066233
-0.47450684	-376.3863348	2.514438074	-73.10421435	-0.310930946	1.036928335
-0.294997493	-181.9262685	35.9796593	-2.011148334	-0.100475022	0.349688652
-0.62494887	-83.69334137	8.65386183	-36.28946263	-0.206700587	0.456622538
-0.837920951	-13.47232126	0.506306849	-46.33076046	-0.186646011	3.647978658
-0.339110597	-93.26673244	43.8485664	-33.40530092	-0.174487721	0.620218768
-0.593549375	-1351.270786	10.45480208	-22.29257535	-0.114976524	0.594813666
-0.315506598	-130.0356913	38.38684034	-52.71775639	-0.289703209	0.596766454
-0.056467623	-175.5237289	4.563218684	-25.19753235	-0.494442821	0.492597932
2.715417323	-108.6077263	60.15475771	-48.41867171	-0.099729824	0.418003997
-0.152586921	-303.4209953	43.72834907	-16.36993124	-0.271997058	0.312927202
-0.462836808	-60.49259946	37.57928998	-19.35972382	-0.353256769	0.53010372
1.05169856	-132.3406295	5.727689657	-69.00294554	-0.774484969	0.729958367
-0.325282297	-521.3523891	39.22898105	-116.6036809	-0.872712421	1.230767917
0.835278503	-80.80007351	20.90768556	-3.544656356	-0.305056659	0.428146842
-0.695991345	-12.8873925	3.966363258	-59.6776409	-0.14590111	0.635943949
7.699132534	-257.2888691	35.48351295	-4.47863169	-0.120054585	0.382921873
0.029368387	-157.2150386	15.09308043	-22.45458092	-0.140394916	0.885270335
-0.274395112	-253.0646121	36.3782646	-47.53768494	-0.255818063	0.586527739
-0.622685645	-118.6654451	21.95165248	-18.94063549	-0.193078155	1.347427254
-0.525732225	-757.1219697	69.60929386	-19.66525905	-0.346475062	0.391460799
0.136899555	-293.8442747	72.41308445	-32.47820984	-0.351081003	0.556920478
-0.481108092	-483.2892911	43.55517963	-61.48046883	-0.130651468	0.208540878
1.566309798	-19.7514452	7.101528335	-28.70118548	-0.511974504	0.640054526
-0.79291038	-38.16233632	34.03367665	-15.46114483	-0.092031186	0.842283835
-0.570765439	-164.6009014	24.75772307	-3.808083552	-0.211459354	0.252332244
-0.067650174	-94.07579979	26.66059699	-98.21223126	-0.177191346	0.254552559
-0.691389368	-260.2576976	5.042927612	-17.52023147	-0.359141623	0.282951028
-0.744830482	-33.24645032	29.9479818	-8.183024725	-0.305172621	0.431044887
0.47874128	-65.59939394	9.085552477	-24.20289194	-0.95333283	0.36552813
-0.278303339	-1878.863286	50.65064124	-61.73514223	-0.224657316	0.341661613
0.184876051	-53.73513036	17.576623	-43.50002373	-0.159822349	0.319770515
-0.518229249	-169.6546878	12.22778774	-12.44936315	-0.167422495	0.749327265
-0.557884705	-448.466692	4.521613636	-54.06018214	-0.376592439	0.827086685
2.686899076	-38.45627962	1.125082673	-74.15928651	-0.379631396	0.323869141
-0.939431927	-296.8879471	2.636394831	-0.686246514	-0.286253764	1.20963418
0.945734888	-90.14508164	59.19057059	-3.993070687	-0.105394268	0.418603863
-0.577479112	-83.14686796	66.10657637	-6.472007924	-0.629687576	0.790211422
-0.729702434	-164.4609697	0.093572707	-20.80581998	-0.224072302	0.247052438
0.430227467	-47.13297304	33.24725891	-33.44839039	-0.093396098	0.336178251
-0.796785987	-145.3491218	19.92563753	-45.67875938	-0.212898437	0.395619756
-0.665662257	-311.713906	4.618320116	-48.89409995	-1.086392202	0.455332314
-0.692031181	-33.81248278	5.225584919	-22.57723055	-0.33270212	0.839938263
2.860398696	-86.31951904	31.23818293	-46.68807575	-0.154885557	0.657109472
-0.234054451	-101.4491233	55.44432262	-3.482819859	-0.258185021	0.476582651
-0.39714872	-143.7676835	18.66836643	-42.72077571	-0.301716382	0.449890407
0.634644521	-101.736239	30.56617329	-21.6579549	-0.25200036	0.429850895
0.171652321	-153.3054705	13.2694359	-31.1987029	-0.189699689	-1.66315014
0.126311753	-99.06398071	45.61576437	-11.42611786	-0.102087419	0.424837048
-0.784325658	-60.50430005	5.68630803	-28.55067423	-0.21122426	0.386765266
1.942342163	-134.8655965	17.1670328	-16.19659585	-0.121323908	0.322324585
0.998487425	-142.5388752	23.91382071	-59.02254493	-0.14509024	0.280549882
0.482367161	-205.8155523	24.74345773	-11.79401678	-0.214634634	0.347574457
1.713462463	-104.8232532	12.7225491	-33.44207744	-2.491938633	0.331716335
-0.378045105	-228.8870271	65.67205457	-59.48653339	-0.290981208	0.633756502
0.651255957	-239.4349576	40.77040934	-7.456985618	-0.283254934	0.688093183
3.574966734	-122.6627723	30.5884041	-3.776279567	-0.194497158	0.881052993
-0.625062507	-419.2330378	9.797728373	-4.386591387	-0.112352026	0.275187453
0.318621661	-417.5552363	21.77742948	-50.60068867	-0.084180491	-21.8969935
-0.754642649	-119.0108979	19.32492598	-38.58562465	-0.103704929	0.443118546
0.39958729	-137.0159467	18.15276529	-20.56788903	-0.217365452	0.490200435
0.064765346	-383.5165748	34.72070736	-90.25410679	3.709443908	0.409184555
-0.706876878	-49.38448662	42.58325964	-55.88343905	-0.260847309	0.352013965
11.59109534	-168.1265607	19.78596611	-14.35186276	-0.189838994	1.565490045
1.093810499	-76.73428979	59.87613711	-11.76563421	-0.132713314	0.357256383
-0.919268933	-382.3044645	47.74950557	-2.118096959	-0.126781536	0.41633864
-0.585634017	-72.32932953	31.1869052	-31.3698239	-0.14178508	0.516675999
-0.904284914	-203.4982748	22.91308853	-26.68528378	-1.22823423	0.64596774
-0.548803746	-43.37633574	8.388321348	-2.244649435	-0.13246912	0.418121081
2.65626455	-256.7614422	4.141073054	-17.43621249	-0.273199534	0.802715094
-0.382214659	-154.2289108	7.052992102	-29.72477662	-0.181014867	0.416692799
0.998744332	-365.697359	26.39738613	-50.93235039	-0.191436893	0.497825321
-0.23350914	-173.5494221	20.95228468	-65.9707429	-0.159121641	2.909406239
-0.507035393	-358.5861473	45.04379178	-32.92506882	-0.1970822	0.267840319
0.195811763	-1933.387919	45.77627321	-6.653563022	412.3213567	0.244419008
1.035104325	-45.87868597	9.165851285	-53.84377133	-0.138706107	0.326377142
-0.011507212	-2341.032721	51.50633334	-17.38346575	-0.162388285	0.63028726
6.10893982	-153.5426584	38.01905509	-67.75298383	-0.237922737	0.708739793
-0.182184018	-984.7290007	77.38550169	-16.55286149	-0.186761119	0.323649025
0.369586246	-99.36362969	61.72200081	-10.80292172	-0.185112651	0.340086145
-0.426202458	-306.5726574	5.636103534	-24.61463148	-0.176583028	0.322924677
2.853399535	-33.98936008	68.9911821	-59.54451947	-0.100780662	0.57718782
-0.8989403	-45.78446391	11.1494317	-26.95236446	-0.230263597	0.317407401
-0.595891028	-296.5479965	5.357987818	-18.82755042	-0.181679572	0.26426027
0.679213718	-61.06725386	13.81936673	-13.57069979	-0.117575799	0.461503658
-0.673495254	-544.9616542	22.08688039	-5.745231459	-0.122510839	0.457529275
-0.49455972	-46.6599186	25.14666016	-34.29606145	-0.118542553	0.491292246
-0.54242368	-763.190741	31.75942848	-55.07254715	-0.306035385	1.21774009
-0.358605995	-165.7675585	31.79318277	-8.673777519	-0.090847577	1.18805836
0.001915897	-49.29690939	53.33958894	-52.3790151	-0.192303898	0.706284023
0.048187922	-160.6286776	18.75370191	-31.90953268	-0.094334679	0.405980579
-0.66811285	-75.27667693	22.17277462	-3.775152301	-1.055640775	0.441932096
-0.16131691	-97.6957823	32.36883607	-25.29710396	-0.197513278	0.310713862
4.623701685	-104.5158805	17.24048947	-40.13744133	-0.114289062	0.901579029
0.831227067	-132.1425453	29.24204113	-28.37459286	-0.350351857	0.528893397
0.214313521	-63.92431525	5.784315389	-4.509190011	-0.3647062	0.655096381
-0.484717621	-107.1342877	6.635945073	-42.88556718	-0.45779499	0.454648277
-0.452841974	-22.01160929	33.90010638	-2.741679169	-0.542752576	0.380606491
-0.855495373	-565.3784091	4.976748317	-10.70810882	-0.271111346	0.270858653
-0.554725444	-614.0290089	26.76149422	-23.43986703	-0.166846374	0.27296761
3.760995331	-105.3906749	26.89480309	-55.32933685	0.959111638	0.259540387
0.144936132	-127.5703862	16.19214984	-25.79326212	-0.17743265	0.381301708
-0.266418883	-253.5434416	19.64447931	-49.82542591	-0.114810231	0.262924893
0.894504896	-448.7005197	13.37101512	-43.54599128	-0.089986953	1.118404299
0.375021279	-767.7256649	21.22386184	-17.85034258	-0.112315029	0.465509784
-0.896365262	-163.7986539	23.63170726	-19.32881792	-0.137545446	0.289875743
1.096186609	-250.1260087	14.05019387	-95.42350001	5.549660665	0.586119289
0.93894672	-238.3062806	2.513435573	-23.29446218	-0.312942043	0.403871134
1.419777211	-89.00219818	44.04302051	-56.02296718	-0.253558656	0.362001433
-0.526316775	-136.9694819	20.15288223	-47.63328911	-0.140635668	0.559076191
1.667746153	-52.9098767	9.32177196	-16.24984949	-0.213538969	0.307510548
0.712602729	-270.212995	63.27669039	-16.02116296	-0.816957345	0.393128938
0.036733274	-380.0804069	40.96409783	-39.20615433	-0.099469755	0.826223745
0.754645991	-341.7533627	13.61183532	-30.22953003	-0.129296292	0.314607678
2.300918543	-337.9677701	0.052785902	-41.37994968	-0.175061115	1.303295086
3.871710796	-79.39773666	26.33846957	-13.39917133	-0.115549151	0.339811038
-0.04504062	-102.5781595	37.37958328	-34.46861616	-1.016593719	0.834843388
-0.430665128	-330.3915509	29.4971069	-14.15404815	-0.143215983	0.383277523
-0.584479477	-74.83233473	24.92936442	-28.27808674	-0.291437887	0.409491352
7.888063651	-174.0823589	47.87117731	-14.63493727	-0.141819097	0.314955661
0.787416218	-229.2858768	17.05572273	-15.38798666	-0.207575073	0.413661133
0.35938535	-2128.529914	7.381855666	-42.94313632	-0.14495102	0.351054483
4.06838269	-62.37386193	20.00584832	-44.6046547	-0.111030271	0.776530941
0.196800958	-85.17839381	11.26499722	-43.53656538	-0.199128999	0.5239685
-0.218823513	-103.6023114	13.0613507	-25.06168112	-0.124182323	0.327025329
1.220948625	-48.2052934	53.19966799	-24.98196317	-0.697010851	0.862622564
-0.033002547	-136.2765429	39.28371104	-24.13634455	-0.352710461	1.020511315
0.413871152	-27.72915183	40.32489793	-22.34369263	-0.104628195	0.543839468
0.297959136	-189.3153978	37.88470866	-75.36339509	-0.163074571	0.532373542
-0.329333882	-22.4039919	24.437339	-34.79304813	0.864551973	0.499430957
-0.888228127	-148.5724765	22.96861545	-67.23287862	-1.101457881	0.231593106
-0.653253351	-99.29391631	16.13679902	-20.53390988	-0.227393817	2.013726023
-0.764285203	-47.3951513	96.78931387	-13.83081216	-0.131625047	0.924177753
0.346004871	-74.59060685	50.83323979	-14.60189557	-0.213022027	0.849912886
-0.038050227	-1240.676725	24.98678904	-23.34358225	-0.145506136	0.290137885
5.182472896	-228.8465335	31.72090334	-16.62644828	-0.126951625	0.307675514
-0.870529296	-162.8949644	34.94163433	-12.74774058	-0.099868528	0.937612767
2.266307904	-255.5379248	53.98429539	-5.464061696	-0.193496572	1.073072929
-0.568802235	-55.42412935	43.85314272	-8.785393243	-0.206438645	0.599116383
-0.504918556	-120.5615512	30.2981233	-13.62189903	3.850417778	167.3367258
-0.913155331	-83.69922247	7.281637554	-17.86283768	-0.188751085	0.401191974
2.22221325	-494.5458692	34.59598157	-32.43765387	-0.304464995	0.520200166
3.986816095	-499.7317727	14.08611102	-38.86731951	-0.481238612	3.53229542
0.152147925	-169.4039664	53.21883991	-14.52975515	-0.224201106	0.567509231
-0.327041619	-60.04950668	29.40298441	-30.39286474	-0.124303442	0.511529032
-0.151299947	-222.1008378	26.84176482	-53.75479759	1.022238318	0.352545027
-0.173608658	-232.9373958	20.22599683	-55.68330551	-0.268950079	0.514048474
18.63084668	-70.90183755	61.54421538	-41.48756262	-0.186918968	0.776938925
